Ticker,Company Name,2015,2014,2013,2012,2011,2010,2009,2008
TEL,TE Connectivity Ltd.,24959.2,25738.4,22633.7,15590.5,13116.7,15759,11269.6,7424.2
TER,Teradyne,,4286.8,3378.3,3173.8,2502.3,2555.8,1876.8,715.9
TEX,Terex Corp.,,2938.6,4614.7,3089.3,1469.9,3355.4,2125.6,1628.1
TGNA,TEGNA Inc,5657.6,7239.8,6731.5,4143.1,3169.2,3614.2,3521.8,1825
TGT,Target Corp.,44731.5,48598.6,40045.5,38182.4,34281.2,42333.8,36018.4,25991.1
THC,Tenet Healthcare Corp.,3020,4985,4079.7,3397.4,2129.1,3249.9,2593.3,548.7
TIE,Titanium Metals,,,,,2624.5,3095.8,2248.6,1595.5
TIF,Tiffany & Co.,9781.3,13819.8,11904.8,7278.4,8393.6,7906.4,5432,2926.4
TJX,TJX Companies Inc.,47476.3,46959,44930.7,30729.6,24099.8,17296.9,14963.1,8491.7
TLAB,Tellabs Inc.,,,,838,1474.6,2457.8,2182.7,1630.2
TMK,Torchmark Corp.,7049.5,6930,6994.5,4869.2,4364.1,4734,3640.9,3786.4
TMO,Thermo Fisher Scientific,56612.1,50174.9,40304.4,22797.8,16701.1,21666.2,19520,14240.1
TRIP,TripAdvisor,11200.7,10670.5,11779.8,5988.7,3364.6,,,
TROW,T. Rowe Price Group,17950.8,22418.9,21953.9,16737,14423.8,16700.4,13766.9,9103
TRV,The Travelers Companies,34334.2,35078.7,32962.7,27395.7,24423.8,25654.5,27242.2,26420.4
TSCO,Tractor Supply Co.,11485.6,10749.6,10834.4,6141.4,4999.2,3528.9,1910.9,1303.3
TSN,Tyson Foods,15681.7,15017.1,11386,6878,7615.6,6500.6,4620.8,3310.4
TSO,Tesoro Petroleum Co.,12685.5,9290.8,7710.6,6086,3269.6,2654.6,1902.8,1822.4
TSS,Total System Services,9162.7,6280.5,6247.2,4006.2,3697.4,2991.8,3405.3,2753.8
TT,Trane Inc.,,,,,,,,
TWC,Time Warner Cable Inc.,52558.7,42698.4,37655.5,28933.5,20024.6,22998.2,14590,20956.7
TWX,Time Warner Inc.,51702.4,71623.5,63077.2,45288.2,36171.9,35686.1,34023.2,36089.8
TXN,Texas Instruments,55599.9,56480.4,47545.9,34231.6,33262.5,38160.1,32649.9,20120.5
TXT,Textron Inc.,11496.9,11646.9,10368.5,6724.6,5156.4,6518.5,5121.4,3357.1
TYC,Tyco Int'l,13481.7,18413.7,18884.4,13611.2,21610.9,19811.3,16953.1,10223.3
UA,Under Armour,14519.2,14523.5,9237.6,5084.1,3714.8,2805.6,1370.3,1175.5
UAL,United Continental Holdings,21362,25052,13705.2,7773.2,6244.2,7811.1,,
UHS,Universal Health Services,10896.3,10983.1,7988.8,4718.5,3754.2,4231.3,2955.9,1857.6
UIS,Unisys Corp.,,1465.2,1477.1,760.9,856.2,1102.9,1631.1,314.4
UNH,United Health Group Inc.,112123.6,96439.9,74396.4,55270.6,52656.5,39215.5,34960.6,31946.6
UNM,Unum Group,8104.4,8800.6,9121.4,5625.7,6167.5,7667.4,6476.9,6158.8
UNP,Union Pacific,66792.3,105235.4,76608.2,59021.1,50843.8,45548.5,32272.1,24054.2
UPS,United Parcel Service,66989.8,100608.9,96988.8,70264.7,70482,71926.8,57025.8,54939.4
URBN,Urban Outfitters,2669.1,4584.6,5465.2,5747.2,3986.1,5887.6,5897.8,2512.3
URI,"United Rentals, Inc.",6733.7,9984.5,7271.9,4232.6,1858,1379.1,590.2,546.2
USB,U.S. Bancorp,74637.4,80274.7,73719.9,59709.7,51660.7,51809.4,43060.3,43893.4
UST,UST Inc.,,,,,,,,10295.6
UTX,United Technologies,85216.1,104578.1,104318.9,75354.8,66308.9,72522.3,65019.3,50595.2
V,Visa Inc.,150946.6,129393.9,112642.7,80510,52957.2,34964.7,41018.1,23548.9
WAMUQ,Washington Mutual Inc.,,,,,,,,
VAR,Varian Medical Systems,7756.5,8679.3,8182,7678.8,7571.2,8306.3,5826.1,4355.9
WAT,Waters Corp.,10990.3,9372.3,8481.9,7526.3,6590.2,7137.5,5831.6,3587.7
WB,Wachovia Corp.,,,,,,,,11972.2
WBA,Walgreens Boots Alliance,92716.3,72057.8,54577.8,34978.3,28878,36067.8,36271.5,24399.4
WDC,Western Digital,13914.5,25682.4,19884.3,10240.1,7273.3,7864.8,10066.2,2564.8
WEC,WEC Energy Group Inc,16197.7,11893.8,9341.3,8440.1,8057.8,6879.9,5825.5,4908.2
WEN,Wendy's International Inc.,,,,,,,,
VFC,V.F. Corp.,26537.7,32421.2,27448.9,16637.6,14039.6,9302.1,8077.3,6016.4
WFC,Wells Fargo,277660.7,283438.5,238675.2,180002.6,145037.6,163078.2,139771.1,124660
WFM,Whole Foods Market,11432.5,18166.3,21507,16901.1,12547.8,8780.7,4676.3,1325.4
WFT,Weatherford Int'l Ltd.,,8862.3,11880.8,8515.6,10965.4,16776.4,13068,7447.6
WHR,Whirlpool Corp.,11484.4,15111.7,12078.2,8038.3,3606.2,6751.1,6049.5,3040.7
VIAB,Viacom Inc.,14323.7,30649.3,38385.9,26174.9,24657.6,23702.6,18058,11565.6
VIAV,VIAVI Solutions Inc,,3181,3026.7,3124.8,2401.2,3139.8,1763.3,766.6
WIN,Windstream Comm's,,4967.9,4757.7,4870.3,6883.2,7029.9,4800.4,4042.5
VLO,Valero Energy,34047.1,25457.8,26992.7,18837.5,11720.9,13141.1,9458.8,11170.8
WM,Waste Management Inc.,23829.4,23500.5,21052.4,15652,15057.4,17542.8,16555.1,16257.5
WMB,Williams Companies,19269,33570.2,26343.3,22295.9,19514.8,14461.2,12289.6,8369.4
VMC,Vulcan Materials,12661.3,8670.2,7736.5,6752,5085.8,5703.4,6631.8,7672.6
WMT,Wal-Mart Stores,196276,276807.6,254622.9,228245.6,204659.9,192098.3,203653.7,219898.3
VNO,Vornado Realty Trust,18846.6,22116.2,16629,14953.7,14225.2,15304.6,12674.1,9371.5
WPX,WPX Energy Inc,,2369,4096.4,2965.6,3579.5,,,
WRK,WestRock Co,11729.5,7400.6,6569.1,5570.9,5113.7,4401.6,4899.7,1911.4
VRSK,Verisk Analytics Inc,13025.6,10114.3,11005.3,8549,6592.8,5795.8,5452,
VRSN,Verisign Inc.,9741.3,6751.8,7994,5954.7,5694.6,5643.3,4443.2,3654.7
VRTX,Vertex Pharmaceuticals Inc.,30918.6,28721.6,17370.5,9104.3,6951,7129.4,8568.1,4594.8
VTR,Ventas Inc.,18790.2,21400.4,16851.1,18889.6,15922,8253.3,6850.2,4810.1
WU,Western Union Co.,9049.6,9340.1,9466.8,7786.3,11310.2,12144.8,12940.5,10175.7
WWY,Wrigley Co.,,,,,,,,
WY,Weyerhaeuser Corp.,15304.2,18823.4,18422.6,15089.4,10015.1,10146,9118,6467.6
WYE,Wyeth Corp.,,,,,,,,49946.6
WYN,Wyndham Worldwide,8435.1,10381.8,9459.7,7305.1,5563.2,5194.7,3602.5,1161.7
WYNN,Wynn Resorts Ltd.,7027.6,15090.1,19652.5,11346.5,13820.2,12938.5,7179.4,4733.7
VZ,Verizon Communications,188063.3,194369.2,140638.7,123690.3,113700.7,101150.9,93945.7,96293.6
X,U.S. Steel Corp.,,3894.8,4268.1,3441.1,3810.3,8393.4,7901.5,4322.6
XEC,Cimarex Energy,8451.8,9284.9,9143.1,4999.2,5309.4,7545.9,4425.2,2229.7
XEL,Xcel Energy Inc.,18224.2,18165.9,13913.3,13033.4,13446.7,11359,9708.3,8417.8
XL,XL Capital,11666.2,8770.6,8859.6,7485,6240.3,6903.8,6271,1224
XLNX,Xilinx Inc.,12070.1,11303,12237.7,9366.6,8383.7,7534.8,6929.1,4884.5
XOM,Exxon Mobil Corp.,324501.1,391482.2,442093.6,394611.1,406272.3,368711.8,322668.1,406067.2
XRAY,Dentsply Int'l,8521.1,7502.8,6895.8,5637.4,4955.7,4843.1,5168.6,4194.4
XRX,Xerox Corp.,10761.8,15478.1,14461.9,8346.1,10645.2,16100.1,7355,6892.3
XTO,XTO Energy Inc.,,,,,,,27127.7,20440.1
XYL,Xylem Inc.,6546.9,6940.2,6387.2,5032.5,4742.4,,,
YHOO,Yahoo Inc.,31409.2,47319.7,41019.8,22193.1,19194.8,21765.9,23593.9,16977
YUM,Yum! Brands Inc.,31502.2,31616.9,33495.2,29946.4,27144.6,23004.5,16400.9,14458.5
ZBH,Zimmer Biomet Holdings,20905.8,19247.4,15823.7,11438.9,9508.8,10499.8,12070.3,9037.9
ZION,Zions Bancorp,5576.8,5788,5533,3941.9,2997.7,4428.9,1930,2827.1
ZTS,"Zoetis, Inc.",23860.3,21572.1,16345,,,,,
